uuid,name,brand,street,house_number,post_code,city,latitude,longitude,cluster_20,cluster_25,cluster_30,cluster_35,cluster_40
673c00ad-1de6-4876-9845-4ff43c0cec0e,Kirchheim Florianstraße 31,OMV,Florianstraße,31,85551,Kirchheim b. München,48.17562,11.76429,4.0,6.0,6.0,8.0,10
67693691-5653-44b1-9c0f-1151ddc9ea40,ALLGUTH GmbH c/o Marco Stachowiak,ALLGUTH,Kreillerstr. ,220,81825,München,48.12134,11.663854,3.0,5.0,5.0,6.0,6
67849bd9-a514-463b-b21b-f509e68329a9,"HAIMHAUSEN, HAUPTSTR.7.",Shell,HAUPTSTR. 7,,85778,Haimhausen,48.313144,11.550131,7.0,10.0,9.0,12.0,16
67e59180-1bd0-4c5c-bc7d-f725d91f0a6d,Aral Tankstelle,ARAL,Grüneckerstraße,6,85375,Neufahrn,48.3130875,11.6651983,,10.0,9.0,12.0,16
689e1f81-7786-41e0-8f2c-cf722ca309f8,"MAMMENDORF, AUGSBURGER STR",Shell,AUGSBURGER STR. 49,,82291,MAMMENDORF,48.205613,11.156861,,,,2.0,2
6b6a0b44-e2f8-4fe5-a3ea-e4970d41dd13,Aral Tankstelle,ARAL,Münchener Straße,32,83629,Weyarn,47.8639832,11.7957964,,,,0.0,0
6eaab5b6-646e-4439-81fc-ce5005259a15,München Cosimastrasse 10,OMV,Cosimastr.,10,81927,München,48.15563,11.63,3.0,5.0,5.0,6.0,6
6efb6909-7a8d-4e5d-ae70-1ce84dba7d7c,ALLGUTH GmbH c/o Sönmez Günan,ALLGUTH,Geiselbullacher Str. ,7,82140,Olching,48.22589,11.334475,,1.0,2.0,5.0,5
6fce5ae3-c3aa-43ff-a871-01e5fb754022,"HOLZKIRCHEN/OBERBAY., A8 HOL.",Shell,A8 HOLZKIRCHEN NORD,,83607,Holzkirchen/Oberbay.,47.89164,11.731673,,,11.0,15.0,17
6fe2de8c-08f2-4c6d-ae5a-e4bf822e936f,Esso Tankstelle,ESSO,SONNENSTR. 5, ,85764,OBERSCHLEISSHEIM,48.248196,11.551243,7.0,10.0,9.0,12.0,16
739a6c24-254b-4c51-95ff-122c896b9bd7,ERDING - HAAGER STRASSE 34,Agip,Haager Strasse,34,85435,Erding,48.301689967369,11.908378217143,,,,7.0,9
74ff5ad6-e645-4dcc-bae1-e9e2e61af04f,"ASCHHEIM, ERDINGER STR.",Shell,ERDINGER STR. 6,,85609,ASCHHEIM,48.171355,11.719475,4.0,6.0,6.0,8.0,10
765ea063-b104-4cb4-a8b1-f0387dc666a8,Tankstelle am E+C,E+C,Rennweg 41,,85435,Erding,48.31124,11.889902,,,,7.0,9
76649333-ff54-4855-b84b-e04c5bfcbd13,FELDKIRCHEN - BAT VATERSTETTEN OST,Agip,Rastanlage Vaterstetten-Ost,,85622,Feldkirchen,48.12396,11.76034,12.0,15.0,11.0,15.0,17
76af2f1d-e4ed-4e86-9a29-0a527e0b4ba9,"FELDKIRCHEN, MUENCHNER STR.",Shell,MUENCHNER STR. 11,,85622,FELDKIRCHEN,48.145741,11.727692,4.0,6.0,6.0,8.0,10
7a79843c-09fb-4985-b4d5-3b2d41dc0fd7,Aral Tankstelle,ARAL,Münchener Straße,37,85567,Grafing,48.0494,11.9658356,,,,8.0,12
7b2fc7a4-f619-4994-aa91-ce5d880899e0,"MUENCHEN, MENZIGER STR.",Shell,MENZIGER STR. 10,,80638,MUENCHEN,48.160089,11.511804,2.0,4.0,4.0,5.0,5
7d147b50-229a-4ac4-8b38-17e7f4b3376b,Ismaning Münchner Strasse 47,OMV,Münchner Str.,47,85737,Ismaning,48.2256,11.67138,3.0,5.0,5.0,6.0,6
7d7e9d1a-b830-4672-a0a1-1c5cc471c205,Aral Tankstelle,ARAL,Wasserburger Landstr.,51,81825,München,48.11972,11.6777344,3.0,5.0,5.0,6.0,6
7e38e6ed-6e29-4bd2-bba1-8674739b5643,ECHING,Agip,Dieselstrasse,16,85386,Eching,48.310929,11.645722,7.0,10.0,9.0,12.0,16
7f990b02-58ae-4670-b34c-94a09971c681,TOTAL Oberschleißheim,TOTAL,HICKLSTRASSE,2,85764,OBERSCHLEISSHEIM,48.265175,11.593216,7.0,10.0,9.0,12.0,16
7fcad90f-1761-48ad-afc5-157befd7d2e1,Esso Tankstelle,ESSO,AMPERTAL 1, ,85777,FAHRENZHAUSEN,48.348772,11.564102,,10.0,9.0,12.0,16
80ce1182-e40d-4765-bbb7-f48060768a23,FUERSTENFELDBRUCK - MUENCHNER STRAS,Agip,Muenchner Strasse,24/26,82256,Fuerstenfeldbruck,48.17665,11.26006,,1.0,2.0,2.0,2
8131600b-0231-4c41-895e-b9b733125adc,Aral Tankstelle,ARAL,Landsberger Straße,2,82110,Germering,48.1368065,11.3909121,2.0,4.0,4.0,5.0,5
8185cb0e-6dcf-42ad-a5e9-c63209564c96,V-Markt München Balanstrasse,V-Markt München Balanstrasse,Balanstr. ,50,81541,München,48.122192,11.597927,1.0,3.0,3.0,4.0,4
86e9bb80-1255-4f31-84b8-87e043b1e005,MUENCHEN - ALLACHER STRASSE 78,super wash,Allacher Strasse,78,80997,Muenchen,48.177877,11.497085,2.0,4.0,4.0,5.0,5
88dfaaf1-fad6-465a-924e-d675b3b11c23,"PUCHHEIM, EICHENAUER STR. 35.",Shell,EICHENAUER STR. 35,,82178,Puchheim,48.157986,11.334668,2.0,4.0,4.0,5.0,5
8a2cc672-2c7f-4322-a74f-c80336e49c9e,Esso Tankstelle,ESSO,ROSENHEIMER LANDSTR. 73, ,85521,OTTOBRUNN,48.06125447,11.66379537,0.0,0.0,0.0,0.0,0
8bf5c34a-c3f1-4e52-9173-38f6bebbcd3d,"MUENCHEN, FRANKFURTER RING",Shell,FRANKFURTER RING 87,,80807,MUENCHEN,48.187998,11.580609,2.0,4.0,4.0,5.0,5
8d253362-4f6e-4851-be38-8c9551493d3d,Aral Tankstelle,ARAL,Grünwalder Straße,175C,81545,München,48.0963821,11.5641136,3.0,5.0,5.0,6.0,6
8ed0d774-310b-4e49-815b-3879e89ba83c,BayWa Tankstelle Schönau,BayWa,Mailinger Strasse,9,83104,Schönau,47.95059,11.968211,,,,,0
8f2e54d9-12b2-4f42-a012-6942c57688e9,Dachau Brucker Straße 79,OMV,Brucker Str.,79,85221,Dachau,48.25687,11.41902,2.0,4.0,4.0,5.0,5
8fec9d65-531f-447f-b2ef-4fafa4c094a4,Aral Tankstelle,ARAL,Zadarstrasse,11,82256,Fürstenfeldbruck,48.1775322,11.2272863,,,2.0,2.0,2
93dacb1f-72eb-4eb5-a922-5799cc2b1bf5,Aral Tankstelle,ARAL,Wasserburger Landstraße,3,85591,Vaterstetten,48.0962677,11.7713614,3.0,5.0,5.0,6.0,6
9706a9e2-8632-4811-b56c-d3ac77042342,ALLGUTH GmbH  c/o André Dirnberger,ALLGUTH,Obere Bahnhofstr.,58,82110,Germering,48.12987,11.35939,13.0,16.0,18.0,25.0,26
9826b023-5719-48c0-9571-e16641777879,Bavaria Petrol,Bavaria Petrol,Grünwalder Weg,42,82008,Unterhaching,48.0568466,11.5995913,0.0,0.0,0.0,0.0,0
9a305a86-0398-4c30-9070-9702d712d288,Emil Mayr,Frei,Erdinger Str. ,35,85452,Moosinning,48.27676,11.84478,,,0.0,0.0,1
9b7f15f9-17db-4d6b-a606-ebc9f40826c2,"Aral Tankstelle, BAT HOLZKIRCHEN SÜD",ARAL,A,8/Schmiedstraße16,83607,Holzkirchen,47.90727,11.7173357,,,16.0,22.0,23
9bc77a86-ef47-472d-87e3-b22d3eff1682,AVIA Tankstelle,AVIA,Schleißheimer Straße,28,85748,Garching b. München,48.250156,11.647158,7.0,10.0,9.0,12.0,16
9c6921bc-6c3a-4123-8ea2-c1a2abed80bc,Aral Tankstelle,ARAL,Forstenrieder Straße,26,82061,Neuried,48.0914078,11.4682989,5.0,8.0,7.0,9.0,13
9df7845d-9133-4a8d-acc9-a5be7d1a0276,"STARNBERG, MUENCHNERSTR. 8.",Shell,MUENCHNER STR. 8,,82319,STARNBERG,48.002074,11.344671,,8.0,7.0,9.0,13
9f32a2f0-7ebc-4dcc-b8e3-48640824b30b,ALLGUTH GmbH  c/o Mehmet Catan,ALLGUTH,Am Neubruch,7,80997,München,48.192463,11.499939,14.0,17.0,19.0,26.0,27
a0e00e71-fa8e-4ad0-bd17-24c0e0baa6e5,Bavaria Petrol,Bavaria Petrol,Amalienburgstraße,20,81247,München,48.1643181,11.4885406,2.0,4.0,4.0,5.0,5
a170c56a-ea2d-4e72-b424-f60d75181307,Gruber Landsham,Gruber Freie Tankstelle,Erdinger Straße,24,85652,Landsham,48.188352,11.77869,11.0,14.0,17.0,24.0,25
a18c6171-3bb6-48d4-888f-5ba80d635c69,MOORENWEIS - TUERKENFELDER STR. 2,Agip,Tuerkenfelder Str.,2,82272,Moorenweis,48.14694,11.07282,,,,,2
a19f90e5-c603-405c-9a28-c4c42cb3df3d,TOTAL FREISING,TOTAL,ACHERINGER HAUPTSTR.,20,85354,FREISING,48.3444,11.709186,,,9.0,12.0,16
a1ccecb1-15e2-4015-830f-7686dbfaca64,Aral Tankstelle,ARAL,Elbestraße,23,82538,Geretsried,47.8804474,11.4608221,,,15.0,20.0,21
a2c1cdd2-477c-41cd-b116-1cd3b4b3e17c,AVIA Tankstelle,AVIA,Münchner Straße,2,82057,Icking,47.95443,11.438482,,0.0,0.0,0.0,0
a415a4cf-c0e5-4cb0-933c-dbc54709de1a,Aral Tankstelle,ARAL,Erdinger Straße,25,85570,Markt Schwaben,48.1932755,11.8722677,,6.0,6.0,8.0,10
a76506bb-7ccf-4785-1066-f2c5d26bb900,Auto Loder GmbH,Freie Tankstelle Loder,Hauptstr.,1,85235,Odelzhausen,48.309734,11.193687,,,,27.0,28
a8c4085d-2b13-4ba0-81cb-1302d294860d,Herrsching Mühlfeldstr. 44,OMV,Mühlfelderstr.,44,82211,Herrsching,47.99379,11.17299,,,,5.0,5
aa2f7830-2c0a-4a37-803e-8824a8eef426,"FUERSTENFELDBRUCK, AUGSBURGER STR.",Shell,AUGSBURGER STR. 42,,82256,FUERSTENFELDBRUCK,48.186668,11.246658,,,2.0,2.0,2
aa871caa-3b3d-4596-9ced-5d34eb3f1002,Aral Tankstelle,ARAL,Garmischer Straße,138,80686,München,48.12715,11.522233,2.0,4.0,4.0,5.0,5
aab62468-53b6-4f24-995e-c76f98978d5a,Esso Tankstelle,ESSO,FREISINGER STR. 48, ,85416,LANGENBACH,48.434115,11.842232,,,,,16
acb2997b-57aa-4d55-a71b-c9f7d8eef71c,MUENCHEN - VERDISTRASSE 141,Agip,Verdistrasse,141,81247,Muenchen,48.164472415704,11.459228666155,2.0,4.0,4.0,5.0,5
aea76107-92ea-47ea-99ac-4c7fa1491fe8,Esso Tankstelle,ESSO,MUENCHENER STR. 20, ,83620,FELDKIRCHEN-WESTERHAM,47.910443,11.839795,,,,27.0,28
af9bbfb5-7320-414f-aa93-715dfd07182e,Aral Tankstelle,ARAL,Seefelder Straße,28,82211,Herrsching,48.00234,11.1818724,,,,5.0,5
b274766d-4551-4348-9ab7-ffce58ee469c,Esso Tankstelle,ESSO,WUERMTALSTR. 97, ,81375,MUENCHEN,48.114836,11.480826,2.0,4.0,4.0,5.0,5
b2bd0354-a05a-4204-8690-7e5de9a0048b,ERDING - AM KLETTHAMER FELD 2,Agip,Am Kletthamer Feld,2,85435,Erding,48.309203,11.883366,,,10.0,7.0,9
b3a9348f-8f05-4e21-b09a-0a8e1476640c,Aral Tankstelle,ARAL,Sauerlacher Straße,64,82515,Wolfratshausen,47.9139137,11.432373,,,15.0,20.0,21
b457a782-e3d4-4513-a258-c4d3e199d79a,Esso Tankstelle,ESSO,WESTENDSTR. 183, ,80686,MUENCHEN,48.134186,11.523489,2.0,4.0,4.0,5.0,5
b5a23cae-7eaf-4b4d-ae4e-88e57832eaa1,TOTAL FELDKIRCHEN,TOTAL,VATERSTETTEN WEST,A90,85622,VATERSTETTEN,48.1245,11.757973,12.0,15.0,11.0,15.0,17
b617fc5f-e468-4238-b9ba-62bf07bbb027,MUENCHEN - HERTERICHSTRASSE 111,Agip,Herterichstrasse,111,81477,Muenchen,48.07513,11.51092,5.0,8.0,7.0,9.0,13
b620d642-9cb8-4afd-a670-6f8c3227c5dd,"TUTZING, HAUPTSTR",Shell,HAUPTSTR. 9,,82327,TUTZING,47.905089,11.276288,,,,5.0,5
b84b16c1-2dad-4ed0-8823-916d8ed954bf,München Heinrich-Wieland-Str. 97,OMV,Heinrich-Wieland-Str.,97,81735,München,48.11282,11.64806,3.0,5.0,5.0,6.0,6
ba57cc7a-aa15-4fe8-87d4-180fcd1cc8a4,Esso Tankstelle,ESSO,WEINMOOS 2, ,85406,ZOLLING,48.452269,11.765071,,,,,16
bd13582b-6080-4dea-a042-6658b09f53ff,AMIDI Freie Tankstelle,AMIDI Freie Tankstelle,Hauptstr.,17,85235,Odelzhausen,48.308949,11.199224,,,,27.0,28
bd9feb71-5a7d-45aa-acea-0f27bc61430b,Esso Tankstelle,ESSO,KOENIGSDORFER STR. 24, ,82515,WOLFRATSHAUSEN,47.910029,11.421433,,,15.0,20.0,21
be4045b6-e5de-4770-a692-650fa590e26c,BAT FUERHOLZEN WEST A9,Shell,A9 FUERHOLZEN WEST,,85376,NEUFAHRN B.FREISING,48.337919,11.607548,,0.0,20.0,28.0,0
be6ef02c-77ed-48e0-8b87-653cc92ae335,Esso Tankstelle,ESSO,PERCHASTR. 10, ,82335,BERG,47.967687,11.357499,,8.0,7.0,9.0,13
be811e79-cf4f-48dd-a6de-74cdf410bd8e,MUENCHEN - OBERFOEHRINGER STR. 178,Agip,Oberfoehringer Str.,178,81925,Muenchen,48.1680806,11.6245505,3.0,5.0,5.0,6.0,6
bf488106-7f55-4ded-ab7d-ec130d8f2b2c,"GRASBRUNN, KEFERLOH",Shell,KEFERLOH 6,,85630,GRASBRUNN,48.096683,11.729236,3.0,5.0,5.0,6.0,6
bf5ed9c7-f7d0-44b8-a80f-61e9fc6e08d5,ASCHHEIM - EICHENDORFFSTR. 20,Agip,Eichendorffstr.,20,85609,Aschheim,48.165631173141,11.720582799785,4.0,6.0,6.0,8.0,10
bfc8efb6-3b9b-402c-b4c2-e6dfec24675f,München Auerfeldstrasse 21,OMV,Auerfeldstr.,21,81541,München,48.12362,11.59545,3.0,5.0,5.0,6.0,6
c16bc9b8-5d85-4fda-b296-4757138d3e56,BK-Tankstelle Leonard Gramsamer,,Münchner Str. ,22,85464,Neufinsing,48.217754,11.799551,15.0,18.0,21.0,29.0,29
c1ab85a6-a64f-46b9-89d5-260cc1d5d77c,Aral Tankstelle,ARAL,Otto-Perutz-Straße,1-3,81829,München,48.1379471,11.71275,4.0,6.0,6.0,8.0,10
c28c5b0d-f5be-4e9b-8a4a-67cfc55751ec,AVIA Tankstelle,AVIA,Tegernseer Straße,5,83624,Otterfing,47.908215,11.676038,,,0.0,0.0,0
c55364d7-cb92-49e2-9792-50f91fcd33d5,Aral Tankstelle,ARAL,Münchener Straße,13,82054,Sauerlach,47.9736748,11.6536541,0.0,0.0,0.0,0.0,0
c573f0dc-aedb-46b4-a9dd-18b0eb06787e,Aral Tankstelle,ARAL,Schwere-Reiter-Straße,26,80797,München,48.1610031,11.5585041,2.0,4.0,4.0,5.0,5
c6392db4-8b59-420e-a403-b50092adea5b,"STARNBERG, MUENCHENER STR.",Shell,MÜNCHENER STR. 5,,82319,STARNBERG,48.002454,11.344501,,8.0,7.0,9.0,13
c76fa28b-4819-4319-9065-b6e696b316f2,Esso Tankstelle,ESSO,EINSTEINSTR. 168, ,81675,MUENCHEN,48.137168,11.621395,3.0,5.0,5.0,6.0,6
c8055d92-fe51-465c-8569-edda2a74b1a0,Aral Tankstelle,ARAL,Schenkendorfstraße,15,80807,München,48.17729,11.5893526,2.0,4.0,4.0,5.0,5
cc4d88db-5723-4f31-b029-b48895381499,Aral Tankstelle,ARAL,Rudolf-Diesel-Str.,2.,85235,Odelzhausen,48.30709,11.2037792,,,,5.0,5
cd76d303-7e72-4fc8-bbaf-04328901c322,"MUENCHEN, MOOSACHER STR.",Shell,MOOSACHER STR. 25,,80809,MUENCHEN,48.186541,11.561132,2.0,4.0,4.0,5.0,5
cda32095-d4dc-4067-9664-9d80de8ac472,GAUTING - MUENCHNER STRASSE 54,Agip,Muenchner Strasse,54,82131,Gauting,48.068958500025,11.388617366516,2.0,4.0,4.0,5.0,5
cde32a83-5c45-4797-aea3-5c92c5fc113e,Aral Tankstelle,ARAL,Landshuter Allee,163,80637,München,48.1635551,11.537343,2.0,4.0,4.0,5.0,5
ce503b9d-54d1-45c8-98e8-b1da736d4110,"MUENCHEN, SCHWERE-REITER- STR.",Shell,SCHWERE-REITER- STR. 26,,80797,MUENCHEN,48.16114,11.556605,2.0,4.0,4.0,5.0,5
cfdd36a1-5cec-4401-9c06-062d04b8fa09,Aral Tankstelle,ARAL,Bruckerstraße,34a,82266,Inning,48.08877,11.1509867,,,,5.0,2
d07b0067-f28e-4575-836e-b1d565b24b19,Esso Tankstelle,ESSO,MUENCHNER STR. 63, ,85221,DACHAU,48.249052,11.443683,2.0,4.0,4.0,5.0,5
d11f2fdf-b096-4192-a557-fa6a48446314,Aral Tankstelle,ARAL,Sigwolfstraße,2,85435,Erding,48.31487,11.8925667,,,,7.0,9
d2ccdd07-0827-41d8-a1ea-1d1cbee94a53,Aral Tankstelle,ARAL,Berg-am-Laim-Straße,60,81673,München,48.13051,11.6171732,3.0,5.0,5.0,6.0,6
d29cac69-fce1-48e1-acc7-e2071fce0f58,Ebersberg Am Forst 2,OMV,Am Forst,2,85560,Ebersberg,48.09624,11.96238,,,6.0,8.0,12
d2f097c6-08b3-41bc-a6c8-b97743d12a8f,MUENCHEN - WOLFRATSHAUSER STR. 232,Agip,Wolfratshauser Str.,232,81479,Muenchen,48.07575912255,11.523800278048,5.0,8.0,7.0,9.0,13
d7f5e6c6-db4f-4385-9e10-2c9c813ad1ab,TOTAL  HOHENLINDEN,TOTAL,JOSEF-NEUMEIER-STR.,1,85664,HOHENLINDEN,48.155685,11.986555,,,,0.0,0
d8670da9-ee86-451c-b78a-87ffe1a5c93a,München Verdistrasse 68,OMV,Verdistr.,68,81247,München,48.1649,11.4719,2.0,4.0,4.0,5.0,5
d9122fdf-cd05-4299-b83e-39c65aa1592f,KFZ-Tankstelle A. Neumaier ,Freie Tankstelle,Hauptstr. ,36b ,85656,Buch am Buchrain,48.216316,12.001255,,,,1.0,1
d96604a1-0ed7-4882-a292-0ab5436914c2,PLANEGG - BAHNHOFSTR 1,Agip,Bahnhofstr,1,82152,Planegg,48.101858537077,11.426278178278,2.0,4.0,4.0,5.0,5
d97f24ac-29f7-4fd5-9173-1d72ac24e894,"UNTERSCHLEISSHEIM, MÜNCHNER RING 1",Shell,MÜNCHNER RING 1,,85716,Unterschleissheim,48.272074,11.590795,7.0,10.0,9.0,12.0,16
d9babca4-6d00-4d08-81ca-421a3329b83a,Esso Tankstelle,ESSO,WALDWIESENSTR. 39, ,81375,MUENCHEN,48.117461,11.478291,2.0,4.0,4.0,5.0,5
da2fa50c-5be8-4c9a-bdaf-bae4b739a29d,MARKT INDERSDORF - MAROLDSTRASSE,Agip,Maroldstrasse,64,85229,Markt Indersdorf,48.35492,11.38783,,,1.0,1.0,1
daedd891-ce4f-4ed0-ae43-8e64063130dc,Sit-Station Grafing,,Rotter Straße,32,85567,Grafing,48.046177,11.973903,,,,3.0,3
db12f7e2-fc74-4fe6-8968-f30b62436ac1,Esso Tankstelle,ESSO,HOHENLINDNER STR. 34, ,85622,FELDKIRCHEN,48.147003,11.736785,4.0,6.0,6.0,8.0,10
db482d9a-3154-4886-90c9-5ddc26ff49aa,Aral Tankstelle,ARAL,Untere Hauptstraße,11,85386,Eching,48.29818,11.6250839,7.0,10.0,9.0,12.0,16
dba3e2af-0314-4c39-9a13-57244fdeb47d,"MUENCHEN, LIESL-KARLSTADTSTR.",Shell,LIESL-KARLSTADT-STR. 25,,81476,MUENCHEN,48.084623,11.49077,2.0,8.0,7.0,9.0,13
db36edf9-1b44-4358-8e29-e2bdf7b12ef1,Leonhard Anzenberger GmbH,freie Tankstelle,Münchner Straße,8,84424,Isen / Oberbayern,48.21235,12.05644,,,,,1
dc6d5b20-4cdd-402f-9772-08d7e62c7f85,"HOHENSCHAEFTLARN, MUENCHNER STR.",Shell,MUENCHNER STR. 60,,82069,HOHENSCHAEFTLARN,47.992021,11.45946,3.0,0.0,0.0,0.0,0
de4ab744-fb65-4998-8666-bbf110e42dcd,UNTERHACHING - MUENCHNER STR. 121A,Agip,Muenchner Str.,121A,82008,Unterhaching,48.074179551487,11.604503513993,0.0,0.0,0.0,0.0,0
de70d393-f605-484b-a6e4-caa3992ab8ec,Aral Tankstelle,ARAL,Boschetsrieder Straße,127,81379,München,48.09846,11.5185776,5.0,8.0,7.0,9.0,13
de935c7e-bbdd-4d77-942a-69a77d2c1060,Aral Tankstelle,ARAL,Riemer Straße,360,81829,München,48.1406326,11.6839161,3.0,5.0,5.0,6.0,6
dec2ebca-321f-4c94-9fe9-65f94d3732d4,SIT MARKT SCHWABEN,SIT,POINGER STR.,2,85570,MARKT SCHWABEN,48.190296,11.848462,,6.0,6.0,8.0,10
dfffa0d9-7e31-4dd2-8fec-79af950f13ac,Aral Tankstelle,ARAL,Dülferstraße,3,80933,München,48.21265,11.5601387,2.0,4.0,4.0,5.0,5
e1a15081-2561-9107-e040-0b0a3dfe563c,"München, Grünwalder Str. 112",HEM,Grünwalder Str.,112,81547,München,48.10162,11.567095,3.0,5.0,5.0,6.0,6
e2b1503f-6be0-4f7b-979f-b105f3ab28c9,München Freisinger Landstrasse 9,OMV,Freisinger Landstr.,9,80939,München,48.19044,11.61779,2.0,4.0,4.0,5.0,5
e32e8039-1552-4028-afc9-fd3c9376e44c,Aral Tankstelle,ARAL,An der Westumgehung,1,85521,Ottobrunn,48.0720329,11.6522636,0.0,0.0,0.0,0.0,0
e375b879-5c21-4e2d-87fa-a4db5aa100ee,Freie Tankstelle Freisinger Str 28 Marzling,,Freisinger Straße,28,85417,Marzling,48.411006,11.796209,,,,12.0,16
e4b3161b-269e-41f9-8c56-d813a6733668,TOTAL MUENCHEN,TOTAL,LEONRODSTR.,48,80636,MUENCHEN,48.157497,11.543893,2.0,4.0,4.0,5.0,5
e4e48d10-0b37-4ecf-a0bd-552b0302a4af,Kirchdorf Hauptstraße 1,OMV,Hauptstr.,1,85414,Kirchdorf,48.45841,11.6526,,,,,16
e5b69ac7-bdee-4c66-bd1a-a8ca8dbffb5d,Aral Tankstelle,ARAL,Münchner Straße,10,85635,Höhenkirchen-Siegert,48.0197258,11.7098722,0.0,0.0,0.0,0.0,0
e6d75bd3-6c9d-4883-869e-bba46bb3dc79,Aral Tankstelle,ARAL,Lochhausener Straße,229,81249,München,48.17895,11.4051456,2.0,4.0,4.0,5.0,5
e7e893e3-7027-46f5-ab06-da1301eed117,Aral Tankstelle,ARAL,Schroßlacher Straße,2,85391,Allershausen,48.4284248,11.5854406,,,,21.0,22
e9e805ea-8f6d-4450-9fcb-bacad82e4c7a,ELAN UNTERHACHING,ELAN,MUENCHNER STR.,92,82008,UNTERHACHING,48.07781,11.601109,0.0,0.0,0.0,0.0,0
ea323b55-089f-4293-91fc-49cbb6c60035,Esso Tankstelle,ESSO,ERDINGER STR. 5, ,85464,FINSING,48.222088,11.802614,4.0,6.0,6.0,8.0,10
eb8ff3b3-6e15-48c7-bb17-0d8fdd1e11ff,Aral Tankstelle,ARAL,Plinganser Str.,70,81369,München,48.1122742,11.5391817,5.0,8.0,7.0,9.0,13
ec0282d1-1ca2-4f31-8f91-455dc78225cb,Esso Tankstelle,ESSO,ERDINGERSTR. 145, ,85356,FREISING,48.384348,11.7643,,,,12.0,16
eca70e95-396b-4ed5-99bf-001f66c5f0d8,"MUENCHEN, VERDISTR.",Shell,VERDISTR. 96,,81247,MUENCHEN,48.164999,11.467211,2.0,4.0,4.0,5.0,5
ed29a720-c573-49d1-af9c-467c8d83969d,TOTAL MUENCHEN,TOTAL,PETUELRING,92,80807,MUENCHEN,48.17816,11.572129,2.0,4.0,4.0,5.0,5
efce68ae-2e4a-402b-9140-edfa5dfe37c0,Bavaria Petrol,Bavaria Petrol,Berghamer Straße,3,85435,Erding,48.2766037,11.8991833,,,10.0,7.0,9
f045fada-044b-416a-be61-5caf3306a331,"GROEBENZELL, OLCHINGER STR",Shell,OLCHINGER STR. 152,,82194,GROEBENZELL,48.192396,11.373518,2.0,1.0,2.0,5.0,5
f0662565-9a1f-46c9-b93d-4a4facc32e9f,MUENCHEN - FLUGHAFEN NORDALLEE 45,Agip,Flughafen Nordallee,45,85356,Muenchen,48.353954343494,11.749375602332,,,23.0,30.0,30
f0686712-bcfb-40c8-a2eb-9fbb48a24aa3,Esso Tankstelle,ESSO,LORTZINGSTR. 20, ,81241,MUENCHEN,48.148871,11.455071,2.0,4.0,4.0,5.0,5
f2ed6cb5-d0ba-4256-a741-26f56f2d76eb,AVIA Tankstelle,AVIA,Dachauer Straße,10,85247,Schwabhausen,48.296444,11.373626,,4.0,4.0,5.0,5
f3aacba3-28e5-4413-acfa-871464c726c0,MUENCHEN - INNSBRUCKER RING 149,Agip,Innsbrucker Ring,149,81669,Muenchen,48.114350947858,11.61760989143,3.0,5.0,5.0,6.0,6
f556416a-5165-4ab4-98cf-dfcb13c9b952,Zorneding Münchner Strasse 13,OMV,Münchener Str.,13,85604,Zorneding,48.08304,11.82219,4.0,1.0,6.0,8.0,8
f66a6567-785f-4ad4-bd96-a7ce26062b5e,"GRUENWALD, SUEDLICHE MUENCHNER STR.",Shell,SUEDLICHE MUENCHNER STR. 27,,82031,GRUENWALD,48.046886,11.52978,3.0,0.0,0.0,0.0,0
f8172913-8f84-5294-67d9-b79580bc6cb8,pur. einfach tanken,,Gewerbering,8a,82544,Egling,47.9297529,11.5007398,,2.0,0.0,1.0,1
f85cbd55-485e-4bb9-956b-aefb3232d33d,BK-Tankstelle Aichinger,,Hauptstraße ,39,82234,Weßling,48.0755,11.249683,,,0.0,0.0,1
f96b0d2b-c33b-4d8e-a08b-6a9e2f3c657a,MUENCHEN - JOSEPHSPITALSTR. 12,Agip,Josephspitalstrasse,12,80331,Muenchen,48.136641,11.56622,3.0,0.0,0.0,0.0,0
fb150c27-af4b-40fa-aaea-47436bc12041,Aral Tankstelle,ARAL,Garmischer Straße,197,81377,München,48.1213455,11.5188169,2.0,4.0,4.0,5.0,5
fb79c457-543a-4ff6-ba70-cd270ac2110a,Aral Tankstelle,ARAL,Kapuzinerstraße,46,80469,München,48.12389,11.5648308,3.0,0.0,0.0,0.0,0
fd3b21d3-11f7-403c-9884-3668dba7d316,BK-Tankstelle Christian Schmerber,,Pfaffenhofener Str. ,14,85293,Reichertshausen,48.4694,11.509167,,,,,1
fe50b4a5-84c9-4812-a0b7-4b29f589e1e2,UNTERHACHING - ALBERT-SCHWEITZER-ST,Agip,Albert-Schweitzer-Str.,68,82008,Unterhaching,48.082864463563,11.60232256796,0.0,0.0,0.0,0.0,0
fe9be5a3-0e5e-4f29-b07d-69faddac3390,Aral Tankstelle,ARAL,Landsberger Straße,423-425,81241,München,48.14511,11.4786148,2.0,4.0,4.0,5.0,5
feb28bec-a110-4805-9739-3d2042711489,Drivers Inn Tankstelle,Freie Tankstelle,Innstraße,1,85640,Putzbrunn,48.0817,11.6916,0.0,0.0,0.0,0.0,0
1a40cfdc-15d1-4aaf-be32-407f117d285a,ELAN SCHWABHAUSEN,ELAN,AUGSBURGER STR.,4,85247,SCHWABHAUSEN,48.303417,11.355189,,4.0,4.0,5.0,5
